28/2/2025 0:00 | vZE5fVGzH59oPyLyGJQ3ueZMwtlzjJHK | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {} | Response :  [{"id":1,"user_id":2,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-27T18:28:41.133Z","updated_at":"2025-02-27T18:28:41.133Z"}]
28/2/2025 0:43 | AtE5M1DAJquU8OFOtxtxTmyHr3ZpH09b | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"carbon_footprint":"carbon_footprint is required","category":"category must be [transport, electricity, food]"}
28/2/2025 0:43 | tVsE8KNt2SuuibwzSPKH3hYSspQaF1oR | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:44 | tyTcheElKo1VQwvaOwWPm4aPuAqWMPvp | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"electricity","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:44 | ACd1gIWK7BNIU8rxP5ju5H0CAact47Yk | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:45 | kBa47NXUGcUHj5hywUvzA24iBK43hPkE | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:46 | h81Khyi57UL3E23B4zwweDjHvMNsLXBK | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:46 | 8xwSxWPJntgWaMN0yOGACZLHGud50Hoc | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 0:49 | ypknENUEDKBJrsh1n5MfbZhbmPPNo0Wm | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 1:07 | VRfbHZdU2RtMmQfpIEKbvChtaaxV3E6B | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 8:51 | IBi5NZx9QgoBloNhoRvHpMKgUUlirEya | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 8:51 | uOx2BfCxXLpuixUKUDO322mIh1hQvWvc | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 8:52 | x7cihyNUyQdNJ1bA6GY0bnEB0tgFWftz | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 8:52 | Z4xlbzZoDY7k6AVAauUDTi4InRlApNAH | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | BadRequestError : {"category":"category must be [transport, electricity, food]"}
28/2/2025 8:53 | 3JbK9klAMP2zFa8hfNRaGcjFLcNdFVXK | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | Response :  {"id":3,"user_id":2,"reward_points":null,"created_at":"2025-02-28T03:23:12.998Z","updated_at":"2025-02-28T03:23:12.998Z"}
28/2/2025 8:56 | OQdISnsbKxe0Gltg6T9OUjHDlrRTFHzp | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Error : Error: column "carbon_footprint_score" does not exist
28/2/2025 8:57 | Xi9GSy3bjlCvavJncndBftpScgT7YjqL | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Error : Error: column "carbon_footprint_score" does not exist
28/2/2025 8:58 | nFKK50xBBNf1OlCzPPgUZBOs6xz8AMTW | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Error : Error: column "carbon_footprint_score" does not exist
28/2/2025 9:01 | jvoUyV8GGsLN9KNpSYsUroYot9VhfCnw | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  []
28/2/2025 9:01 | 55pUC3MGBigis7m4WV4ug7BIvWOAtbQY | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | Response :  {"id":1,"user_id":2,"carbon_footprint_score":20,"date_recorded":"2021-06-01T00:00:00.000Z","comments":"string","catgory":null,"created_at":"2025-02-28T03:31:46.317Z","updated_at":"2025-02-28T03:31:46.317Z"}
28/2/2025 9:02 | rzbYGNu2EdxCNnIH9QEMBkLLFoGIMPJa | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"food","comments":"string"} | Response :  {"id":2,"user_id":2,"carbon_footprint_score":20,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:32:48.656Z","updated_at":"2025-02-28T03:32:48.656Z"}
28/2/2025 9:03 | fhQLt9TRvXU1XUx5iMt2xvo44N5xXKTA | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":2,"carbon_footprint_score":20,"date_recorded":"2021-06-01T00:00:00.000Z","category":null,"comments":"string","created_at":"2025-02-28T03:31:46.317Z","updated_at":"2025-02-28T03:31:46.317Z"},{"id":2,"user_id":2,"carbon_footprint_score":20,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:32:48.656Z","updated_at":"2025-02-28T03:32:48.656Z"}]
28/2/2025 9:04 | oXUOiYqOnwjNf85dTwCKpjjQEfqqSrb3 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/register | Request Body : {"first_name":"Peter","last_name":"Parker","email":"peter@gmail.com","password":"peter123","city":"Vegas"} | Response :  {"id":3,"first_name":"Peter","last_name":"Parker","email":"peter@gmail.com","password":"$2b$08$MHNs3HSG81kpDifjEXRF2O9Kr7cIducKGFyJ28xwg4/dJaE5leDDC","city":"Vegas","status":true,"created_at":"2025-02-28T03:34:56.085Z","updated_at":"2025-02-28T03:34:56.085Z","otp":null}
28/2/2025 9:05 | xWA3sGNgXSEwtLOmukC0VIWXR5lWkNm4 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"peter@gmail.com","password":"peter123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MywiZW1haWwiOiJwZXRlckBnbWFpbC5jb20iLCJpYXQiOjE3NDA3MTM3MTh9.079w8321_qH8ATd8MjWCgxc56uFmOzWAHK_AKA4bpN4"}
28/2/2025 9:05 | dUgXOq2iupu9YCrbcYW93I3PyLKap8fy | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":40,"date_recorded":"2021-06-01","category":"food","comments":"string"} | Response :  {"id":3,"user_id":3,"carbon_footprint_score":40,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:35:54.608Z","updated_at":"2025-02-28T03:35:54.608Z"}
28/2/2025 9:05 | IrRVnim40tAjsVyF9ft1aSY6KZLY1h0G | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":50,"date_recorded":"2021-06-01","category":"food","comments":"string"} | Response :  {"id":4,"user_id":3,"carbon_footprint_score":50,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:35:59.926Z","updated_at":"2025-02-28T03:35:59.926Z"}
28/2/2025 9:06 | eBkaYiEcJxcGjeUEj9sh6aXFJe9tBble | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":3,"user_id":3,"carbon_footprint_score":40,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:35:54.608Z","updated_at":"2025-02-28T03:35:54.608Z"},{"id":4,"user_id":3,"carbon_footprint_score":50,"date_recorded":"2021-06-01T00:00:00.000Z","category":"food","comments":"string","created_at":"2025-02-28T03:35:59.926Z","updated_at":"2025-02-28T03:35:59.926Z"}]
28/2/2025 9:23 | S1Uzve3QQNwDWdCOwlpEG4nE1WmoBOL7 | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-events | Request Body : {} | Error : Error: relation "green_events" does not exist
28/2/2025 9:40 | NrBTPvVbMPBZyPzwzRgPYv8WBB9Frhon | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-events | Request Body : {} | Response :  []
28/2/2025 9:40 | meDIcbEud0xh30I4XjwJ2Y7WzagtOccI | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-events | Request Body : {"city":"vegas","event_name":"string","event_details":"string"} | Response :  {"id":1,"user_id":3,"city":"vegas","event_name":"string","event_details":"string","created_at":"2025-02-28T04:10:14.263Z","updated_at":"2025-02-28T04:10:14.263Z"}
28/2/2025 9:40 | MiifmnmFY3k1xcRJEZJdSRWij7IpYc2H | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-events | Request Body : {} | Response :  [{"id":1,"user_id":3,"city":"vegas","event_name":"string","event_details":"string","created_at":"2025-02-28T04:10:14.263Z","updated_at":"2025-02-28T04:10:14.263Z"}]
28/2/2025 9:40 | jodEA52pLBeaK3FSg6U0gEL7Sy8Cz0Y7 | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Error : Error: relation "green_points" does not exist
28/2/2025 9:40 | cLWQCpyVj1iB0zylLVh9RyMdo9cVGpjc | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Error : Error: relation "green_points" does not exist
28/2/2025 9:41 | tYoNPF1mn1tNX4K32Bk8LIN7fr2nZwQZ | [error] | Method: GET | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Error : Error: relation "green_points" does not exist
28/2/2025 9:45 | Q0SWbx5ZKBLyRQSKSb37JwJs31T5S0uG | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"string"} | BadRequestError : {"status":"status must be one of [active, completed, expired]"}
28/2/2025 9:48 | DTjq3b5LPaIS99HvI4UeTDFBnLKIk0jp | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"active"} | Response :  {"id":1,"user_id":3,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-28T04:18:00.431Z","updated_at":"2025-02-28T04:18:00.431Z"}
28/2/2025 9:48 | BPd8daFYaAdQ9neyArwihcassKRzADMD | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {} | Response :  [{"id":1,"user_id":3,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-28T04:18:00.431Z","updated_at":"2025-02-28T04:18:00.431Z"}]
28/2/2025 9:48 | HHFhiTUg9I7it9Kt5s6YNjb2Wkhyjeo0 | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {"reward_points":20} | Error : Error: relation "green_points" does not exist
28/2/2025 9:48 | kTU9qFFdPX8pfu8VBfuUmRaWuO1YiyGK | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {"reward_points":20} | Error : Error: relation "green_points" does not exist
28/2/2025 9:50 | ExPA1db0h1jnYdr6AMprKoBtlldKSWs2 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/register | Request Body : {"first_name":"Jhon","last_name":"cena","email":"jhon@gmail.com","password":"jhon123","city":"Lagos"} | Response :  {"id":1,"first_name":"Jhon","last_name":"cena","email":"jhon@gmail.com","password":"$2b$08$f0BE5r367wjJZWXBroZALuNMwowcLB4FDWljNXHVEmgPod3GMYE3W","city":"Lagos","otp":null,"status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}
28/2/2025 9:51 | 3EFpyfVZBHv089IUkLyXEU3nQwparQzz | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/register | Request Body : {"first_name":"Peter","last_name":"parker","email":"peter@gmail.com","password":"peter123","city":"Vegas"} | Response :  {"id":2,"first_name":"Peter","last_name":"parker","email":"peter@gmail.com","password":"$2b$08$izKiNdS7owwIg8yYHC6Lou/PzMFL9FUKytML23McAd2ooedYUYXAe","city":"Vegas","otp":null,"status":true,"created_at":"2025-02-28T04:21:17.195Z","updated_at":"2025-02-28T04:21:17.195Z"}
28/2/2025 9:51 | jbWkHkCYca2sgyavOMQInfv4dPgGfpAQ | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDcxNjQ4NH0.IgXTH7o0xrYIEom1F3pJ5DEpTkm_Hu3KKC_jXxR0Qnc"}
28/2/2025 9:51 | sync07ESQtQqQAvFjzkj5vxyp58SeFi6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":1,"first_name":"Jhon","last_name":"cena","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}
28/2/2025 9:51 | SIQLteOuT1GJrKHw7puazs5L0PVP9i3u | [info] | Method: PATCH | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Response :  null
28/2/2025 9:51 | JxggfzIns4b95B92vBZFO7ib7bSe9RvN | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":1,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}
28/2/2025 9:51 | kHxy4jzHQF72C1dp0ZYRn6exfEz3pXoD | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"active"} | Response :  {"id":1,"user_id":1,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-28T04:21:58.361Z","updated_at":"2025-02-28T04:21:58.361Z"}
28/2/2025 9:52 | mm0kqwVsMcTrfRt7j0O3BZyiyIlLoO1K | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {} | Response :  [{"id":1,"user_id":1,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-28T04:21:58.361Z","updated_at":"2025-02-28T04:21:58.361Z"}]
28/2/2025 9:52 | OKuJBAdwp175QEpM60PTBY5uMFR3bHpQ | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {"reward_points":20} | Response :  {"id":1,"user_id":1,"reward_points":20,"created_at":"2025-02-28T04:22:03.192Z","updated_at":"2025-02-28T04:22:03.192Z"}
28/2/2025 9:52 | r6sJNY9AURIzGmvDGmUPJ8DQSERUQoQc | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Response :  {"id":1,"user_id":1,"reward_points":20,"created_at":"2025-02-28T04:22:03.192Z","updated_at":"2025-02-28T04:22:03.192Z"}
28/2/2025 9:52 | Vum22q2yX8GovMK6ZTpw76c2P9LTO6yO | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points/history | Request Body : {} | Response :  [{"id":1,"user_id":1,"reward_points":20,"created_at":"2025-02-28T04:22:03.192Z","updated_at":"2025-02-28T04:22:03.192Z"}]
28/2/2025 9:52 | XgAv10ILVOUro8iADerNVBTTtU45h91x | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {"reward_points":40} | Response :  {"id":2,"user_id":1,"reward_points":40,"created_at":"2025-02-28T04:22:22.621Z","updated_at":"2025-02-28T04:22:22.621Z"}
28/2/2025 9:52 | QIYFKVW0akCWdZnyplYaUmX90F1fEWl7 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Response :  {"id":2,"user_id":1,"reward_points":40,"created_at":"2025-02-28T04:22:22.621Z","updated_at":"2025-02-28T04:22:22.621Z"}
28/2/2025 9:52 | RQU5q1PiDqwqjwpdVGpb9Pqajhs5zxwm | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points/history | Request Body : {} | Response :  [{"id":1,"user_id":1,"reward_points":20,"created_at":"2025-02-28T04:22:03.192Z","updated_at":"2025-02-28T04:22:03.192Z"},{"id":2,"user_id":1,"reward_points":40,"created_at":"2025-02-28T04:22:22.621Z","updated_at":"2025-02-28T04:22:22.621Z"}]
28/2/2025 9:52 | 3eT7oOpSzWDdClo7le57QRRCUFdWzyHw | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"string","comments":"string"} | BadRequestError : {"category":"category must be one of [transport, electricity, food]"}
28/2/2025 9:52 | fWaTqvS6EvAAHOsgFwBcqZi1I44BighM | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":10,"date_recorded":"2021-06-01","category":"transport","comments":"string"} | Response :  {"id":1,"user_id":1,"carbon_footprint_score":10,"date_recorded":"2021-06-01T00:00:00.000Z","category":"transport","comments":"string","created_at":"2025-02-28T04:22:42.098Z","updated_at":"2025-02-28T04:22:42.098Z"}
28/2/2025 9:52 | GwXRsPSTJVl3GB1EBCDIID9uevaYoyae | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"carbon_footprint_score":20,"date_recorded":"2021-06-01","category":"transport","comments":"string"} | Response :  {"id":2,"user_id":1,"carbon_footprint_score":20,"date_recorded":"2021-06-01T00:00:00.000Z","category":"transport","comments":"string","created_at":"2025-02-28T04:22:46.577Z","updated_at":"2025-02-28T04:22:46.577Z"}
28/2/2025 9:53 | WwQCfjyqQd755OAvtpNVSoDY6Ey9KzyS | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"peter@gmail.com","password":"peter123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJwZXRlckBnbWFpbC5jb20iLCJpYXQiOjE3NDA3MTY1ODR9.RDLP1ftg_bWHEnhXDHs02_zS5i0g8B_q98Cf6hW0R7E"}
