2/3/2025 0:00 | UKWXvWg0iO6b9VUraMPL7jRqE6EzFRFe | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:06 | sNGovxkx2F57W6uuMpUU2MydXPQsENIu | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:06 | KU52rhKUJWbgzGi3Di9idKZHRfdgjmmd | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","category":"electricity","comments":"Carbon footprint calculated"} | BadRequestError : {"diet":"diet must be a number"}
2/3/2025 0:07 | V3UAIAlarUFmRGVTCphyCXzk6facZD4M | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:07 | V3UAIAlarUFmRGVTCphyCXzk6facZD4M | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:07 | H3T2sLNXYEERDiPwEjzCcISfpcEhTeoc | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","category":"electricity","comments":"Carbon footprint calculated"} | Response :  {"date_recorded":"2025-03-01T18:37:20.832Z","id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"}
2/3/2025 0:08 | VOQI7AnTx7MvjSyIji1IpqoNMidQ2W3h | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:37:20.832Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"},{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:08 | bh8JP4tNyKrD40MgpEd8I2qdL7gVUqk6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:37:20.832Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"},{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:08 | bh8JP4tNyKrD40MgpEd8I2qdL7gVUqk6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:37:20.832Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"},{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:08 | 3HuNCUooZEODRywFpNYVeUYFTKHo4g59 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:37:20.832Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"},{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:08 | vVt02RK0rwBce5qahaayQcRwZwZnkEF7 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":"1299","energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","category":"electricity","comments":"Carbon footprint calculated"} | Response :  {"date_recorded":"2025-03-01T18:38:42.573Z","id":4,"user_id":1,"transportation":1299,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:38:42.576Z","updated_at":"2025-03-01T18:38:42.576Z"}
2/3/2025 0:09 | gLKamQ8AWbngH2AMIBTr5nWhZh5piyEH | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":4,"user_id":1,"transportation":1299,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:38:42.573Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:38:42.576Z","updated_at":"2025-03-01T18:38:42.576Z"},{"id":3,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"high","date_recorded":"2025-03-01T18:37:20.832Z","category":"electricity","comments":"Carbon footprint calculated","created_at":"2025-03-01T18:37:20.838Z","updated_at":"2025-03-01T18:37:20.838Z"},{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
